geo_lat,geo_long,om_altura,om_circuitos,om_funcionamiento,om_materialL,om_materialS,om_potencia,om_proteccion,om_tipoLampara,om_tipoLuz,om_tipoSoporte,uri,barrio,distrito
39.488790211672914,-6.374944011244475,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11252,Montesol,Norte
39.48877367456094,-6.374596600686301,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11253,Montesol,Norte
39.48829476337453,-6.375942838197255,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11254,Montesol,Norte
39.48827355753173,-6.375592205873041,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11255,Montesol,Norte
39.488255372271404,-6.375247081516571,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11256,Montesol,Norte
39.48823359898451,-6.374894632853193,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11257,Montesol,Norte
39.488219613024825,-6.374642475052995,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11258,Montesol,Norte
39.48807963048886,-6.375631788712579,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11259,Montesol,Norte
39.48806144537727,-6.375286665296337,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11260,Montesol,Norte
39.48803967134201,-6.374934217624696,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11261,Montesol,Norte
39.48802398110506,-6.374633578649029,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11262,Montesol,Norte
39.48817394921724,-6.374378168257902,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11263,Montesol,Norte
39.489643020058686,-6.376196044063927,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11264,Montesol,Norte
39.48946725807521,-6.376209452782264,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11265,Montesol,Norte
39.48922609859989,-6.376234147950338,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11266,Montesol,Norte
39.48896926024551,-6.376257925775931,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11267,Montesol,Norte
39.488714572374214,-6.37628110976688,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11268,Montesol,Norte
39.488430099967964,-6.376307857562316,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11269,Montesol,Norte
39.48972281861451,-6.37411674153555,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11270,Montesol,Norte
39.489528564936144,-6.374138694901459,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11271,Montesol,Norte
39.48934498921951,-6.374151194876832,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11272,Montesol,Norte
39.48909786961093,-6.374177225959761,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11273,Montesol,Norte
39.488849837486505,-6.374208921883178,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11274,Montesol,Norte
39.488598553204795,-6.37422957618358,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11275,Montesol,Norte
39.488348107441254,-6.374250182447491,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11276,Montesol,Norte
39.488297816332604,-6.376592756494359,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11277,Montesol,Norte
39.48812819243865,-6.376475949655923,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11278,Montesol,Norte
39.48814496346926,-6.376711903744013,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11279,Montesol,Norte
39.48921402969545,-6.376764190893775,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11280,Montesol,Norte
39.48900394139226,-6.37678693319791,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11281,Montesol,Norte
39.4887817878682,-6.376812998424879,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11282,Montesol,Norte
39.48862086468574,-6.376819049334899,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11283,Montesol,Norte
39.4884055583229,-6.376844857954479,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11284,Montesol,Norte
39.489220621555226,-6.377056193784255,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11285,Montesol,Norte
39.489010533192065,-6.377078936376639,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11286,Montesol,Norte
39.48878837957179,-6.377105000680495,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11287,Montesol,Norte
39.48862745635184,-6.3771110509188365,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11288,Montesol,Norte
39.488412149894366,-6.377136858643902,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11289,Montesol,Norte
39.48797254900499,-6.376880862114652,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11290,Montesol,Norte
39.48777716131182,-6.376910355567167,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11291,Montesol,Norte
39.487600893850825,-6.376916982954548,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11292,Montesol,Norte
39.487394907304285,-6.376941407899802,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11293,Montesol,Norte
39.48797527252876,-6.377192119035317,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11294,Montesol,Norte
39.487779884727594,-6.377221611621589,10,2,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11295,Montesol,Norte
